Num_sentences,sentence_number,sentence,answer,PureGrammarProfile,C【基本语义及用法】,【例句】,【结构特点】,prompt1,prompt2
7146,6,他没有参加昨天的聚会，大家都觉得很遗憾。,F,口语格式：要X有/没X，要Y有/没Y,"
强调各方面的条件都具备或都不具备。用于口语。
","
1.她要成绩有成绩，要形象有形象。
2.这附近要商店没商店，要医院没医院，生活很不方便。
3.他要房子有房子，要车子有车子，这条件还算一般啊？
","
X、Y 一般是名词性成分，“要 X 有/没 X，要 Y 有/没 Y”一般作谓语。
(S+) 要 NP 有/没 NP，要 NP 有/没 NP
例句：
1. 她要成绩有成绩，要形象有形象。
2. 要资源没资源，要人才没人才，我们这里怎么才能发展经济呢？","请判断：在句子“他没有参加昨天的聚会，大家都觉得很遗憾。”中，是否包含语法点[口语格式：要X有/没X，要Y有/没Y?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[口语格式：要X有/没X，要Y有/没Y]表示
强调各方面的条件都具备或都不具备。用于口语。
例句如下
1.她要成绩有成绩，要形象有形象。
2.这附近要商店没商店，要医院没医院，生活很不方便。
3.他要房子有房子，要车子有车子，这条件还算一般啊？
请判断：在句子“他没有参加昨天的聚会，大家都觉得很遗憾。”中，是否包含语法点[口语格式：要X有/没X，要Y有/没Y?
如果包含，请仅回答T
如果不包含，请仅回答F"
5028,7,事情已经调查得明明白白的。,F,语气副词：明明,"表示显然是这样，下文常常是表示反问或者转折的分句。
","
1.明明是你做的，为什么要说是别人做的？
2.明明教室里很干净，山本还觉得脏。
3.我刚才明明讲过，你怎么不知道呢？
","
“明明”通常修饰动词性成分或形容词性成分，在句中作状语。
1. S + 明明 + VP/AP，反问句 / 转折句
   这 明明 违反了学校纪律，我们能不管吗？
   这件事 明明 不是大卫做的，但是同学们都说是他。

2. 明明 + S + VP/AP，反问句 / 转折句
   明明 这 是我的书，怎么说是你的呢？
   明明 教室里 很干净，山本还觉得脏。

","请判断：在句子“事情已经调查得明明白白的。”中，是否包含语法点[语气副词：明明?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[语气副词：明明]表示表示显然是这样，下文常常是表示反问或者转折的分句。
例句如下
1.明明是你做的，为什么要说是别人做的？
2.明明教室里很干净，山本还觉得脏。
3.我刚才明明讲过，你怎么不知道呢？
请判断：在句子“事情已经调查得明明白白的。”中，是否包含语法点[语气副词：明明?
如果包含，请仅回答T
如果不包含，请仅回答F"
6083,1,他每天来去匆匆，几乎没有时间休息。,F,口语格式：X来X去，都是/就是………,"表示不管怎么反复进行某个动作行为，结果都一样或者没有取得预期的结果。  
","
1.不管我们怎么争来争去，都是没有用的。
2.说来说去，就是没有统一的意见。
3.想来想去，我就是想不出来一个好名字。
","  
(S+) V 来 V 去，都是/就是……  
看来看去，都是差不多的风景。  
我挑来挑去，就是挑不出一件好看的衣服。","请判断：在句子“他每天来去匆匆，几乎没有时间休息。”中，是否包含语法点[口语格式：X来X去，都是/就是………?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[口语格式：X来X去，都是/就是………]表示表示不管怎么反复进行某个动作行为，结果都一样或者没有取得预期的结果。  
例句如下
1.不管我们怎么争来争去，都是没有用的。
2.说来说去，就是没有统一的意见。
3.想来想去，我就是想不出来一个好名字。
请判断：在句子“他每天来去匆匆，几乎没有时间休息。”中，是否包含语法点[口语格式：X来X去，都是/就是………?
如果包含，请仅回答T
如果不包含，请仅回答F"
7116,3,这次航班因故延误，乘客们需要耐心等待。,F,因果复句：(因)……，故……,"
“故”是“因此、所以”的意思，“因”与之搭配，分别表示原因和结果。一般用于书面语。

","
1.因不是体面的事情，故不好意思说吧。
2.他已经适应了国外的生活，故不打算回来了。
3.因天气状况不好，故推迟了比赛时间。
","
两个分句的主语可以相同，也可以不同。
1. (因+) S + VP₁/AP₁，故 + VP₂
   他已经适应了国外的生活，故不打算回来了。
   因天气状况不好，故推迟了比赛时间。

2. (因+) S₁+ VP₁/AP₁，故 + S₂ + VP₂
   他赢得了奥运会的金牌，故记者打算采访他。
   两座城市的距离不远，故我们打算开车过去。
   因她喜欢花，故家里摆满了各种鲜花。

","请判断：在句子“这次航班因故延误，乘客们需要耐心等待。”中，是否包含语法点[因果复句：(因)……，故……?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[因果复句：(因)……，故……]表示
“故”是“因此、所以”的意思，“因”与之搭配，分别表示原因和结果。一般用于书面语。

例句如下
1.因不是体面的事情，故不好意思说吧。
2.他已经适应了国外的生活，故不打算回来了。
3.因天气状况不好，故推迟了比赛时间。
请判断：在句子“这次航班因故延误，乘客们需要耐心等待。”中，是否包含语法点[因果复句：(因)……，故……?
如果包含，请仅回答T
如果不包含，请仅回答F"
6045,9,她不明白怎么事情会变成这样，心里很困惑。,F,固定短语：不怎么,"用在动词前表示不喜欢或不经常做某件事，也可以用在形容词前表示某种东西的特征不明显或程度不深。
","
1.这件衣服不怎么好看，换一件吧。
2.他不怎么在乎这些小事。
3.他今天好像不怎么舒服。
","
“不怎么”后可以加形容词性成分，表示程度不深；也可以加动词性成分，表示不喜欢或不经常做某事。
1. S + 不怎么 + Adj 
   例：这件衣服不怎么好看，换一件吧。
2. S + 不怎么 + VP
   例：哥哥的工作很忙，所以他不怎么回家。

","请判断：在句子“她不明白怎么事情会变成这样，心里很困惑。”中，是否包含语法点[固定短语：不怎么?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[固定短语：不怎么]表示用在动词前表示不喜欢或不经常做某件事，也可以用在形容词前表示某种东西的特征不明显或程度不深。
例句如下
1.这件衣服不怎么好看，换一件吧。
2.他不怎么在乎这些小事。
3.他今天好像不怎么舒服。
请判断：在句子“她不明白怎么事情会变成这样，心里很困惑。”中，是否包含语法点[固定短语：不怎么?
如果包含，请仅回答T
如果不包含，请仅回答F"
7052,1,我们要组织全公司的员工及家属，参加环保公益活动。,T,连词(连接词或短语)：及,"
相当于“跟、和”，连接并列的名词性成分。一般用于书面语。
","
1.电脑及网络系统服务合同在这里，请您看一下儿。
2.近年来，全球的经济、政治及文化的发展都在遭受着疫情的冲击。
3.这套房子的位置、楼层及小区环境都不错。
","
连词“及”连接两项或两项以上的名词性成分，用在最后一项之前。
1. N₁ + 及 + N₂
   例：教师及学生
2. N₁、N₂ + 及 + N₃
   例：工人、农民及士兵

","请判断：在句子“我们要组织全公司的员工及家属，参加环保公益活动。”中，是否包含语法点[连词(连接词或短语)：及?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[连词(连接词或短语)：及]表示
相当于“跟、和”，连接并列的名词性成分。一般用于书面语。
例句如下
1.电脑及网络系统服务合同在这里，请您看一下儿。
2.近年来，全球的经济、政治及文化的发展都在遭受着疫情的冲击。
3.这套房子的位置、楼层及小区环境都不错。
请判断：在句子“我们要组织全公司的员工及家属，参加环保公益活动。”中，是否包含语法点[连词(连接词或短语)：及?
如果包含，请仅回答T
如果不包含，请仅回答F"
1038,2,他的别样风格让他在团队中脱颖而出。,F,否定副词：别,"表示阻止、劝说，多用于祈使句。
","
1.你别进来。
2.上课的时候别看手机。
3.别在图书馆吃东西。
","
“别”用在动词性或形容词性成分前，作状语；主语一般为第二人称，口语中常常省略主语；动词前如果有能愿动词，“别”在能愿动词前。

(S+)别+VP/AP
例：你别想进来。
别太认真了。

","请判断：在句子“他的别样风格让他在团队中脱颖而出。”中，是否包含语法点[否定副词：别?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[否定副词：别]表示表示阻止、劝说，多用于祈使句。
例句如下
1.你别进来。
2.上课的时候别看手机。
3.别在图书馆吃东西。
请判断：在句子“他的别样风格让他在团队中脱颖而出。”中，是否包含语法点[否定副词：别?
如果包含，请仅回答T
如果不包含，请仅回答F"
5078,4,他感冒了，因而请了病假。,T,因果复句：……，因而……,"前一分句说明事情发生的原因，后一分句说明结果或结论。一般用于书面语。  
","
1.他生病了，因而没来上课。
2.她按时完成了任务，因而受到了公司的奖励。
3.这次考试太难了，因而很多学生都没有通过。
","  
两个分句的主语可以相同，也可以不同。  
1. S1 + VP1，因而 + S2 + VP2  
   天气情况太糟糕了，因而飞机不能按时起飞。  
2. S + VP1，因而 + VP2  
   他生病了，因而没来上课。

","请判断：在句子“他感冒了，因而请了病假。”中，是否包含语法点[因果复句：……，因而……?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[因果复句：……，因而……]表示前一分句说明事情发生的原因，后一分句说明结果或结论。一般用于书面语。  
例句如下
1.他生病了，因而没来上课。
2.她按时完成了任务，因而受到了公司的奖励。
3.这次考试太难了，因而很多学生都没有通过。
请判断：在句子“他感冒了，因而请了病假。”中，是否包含语法点[因果复句：……，因而……?
如果包含，请仅回答T
如果不包含，请仅回答F"
7052,4,她的努力及得上任何一位优秀员工。,F,连词(连接词或短语)：及,"
相当于“跟、和”，连接并列的名词性成分。一般用于书面语。
","
1.电脑及网络系统服务合同在这里，请您看一下儿。
2.近年来，全球的经济、政治及文化的发展都在遭受着疫情的冲击。
3.这套房子的位置、楼层及小区环境都不错。
","
连词“及”连接两项或两项以上的名词性成分，用在最后一项之前。
1. N₁ + 及 + N₂
   例：教师及学生
2. N₁、N₂ + 及 + N₃
   例：工人、农民及士兵

","请判断：在句子“她的努力及得上任何一位优秀员工。”中，是否包含语法点[连词(连接词或短语)：及?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[连词(连接词或短语)：及]表示
相当于“跟、和”，连接并列的名词性成分。一般用于书面语。
例句如下
1.电脑及网络系统服务合同在这里，请您看一下儿。
2.近年来，全球的经济、政治及文化的发展都在遭受着疫情的冲击。
3.这套房子的位置、楼层及小区环境都不错。
请判断：在句子“她的努力及得上任何一位优秀员工。”中，是否包含语法点[连词(连接词或短语)：及?
如果包含，请仅回答T
如果不包含，请仅回答F"
2109,5,他脸上带着微笑，显得非常友好。,F,持续态：动词+着：表示动作的持续,"“动词+着”还可以表示某种动作的持续。
","
1.外边下着雪呢。
2.他们说着、笑着，不一会儿就到学校了。
3.我正吃着饭呢。
","
1. 肯定形式：
   S+V+着(+O)
   例：我们在路上慢慢地走着。
       她一直等着你。

2. 否定形式：
   S+没+VP
   例：外面没下雨。

","请判断：在句子“他脸上带着微笑，显得非常友好。”中，是否包含语法点[持续态：动词+着：表示动作的持续?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[持续态：动词+着：表示动作的持续]表示“动词+着”还可以表示某种动作的持续。
例句如下
1.外边下着雪呢。
2.他们说着、笑着，不一会儿就到学校了。
3.我正吃着饭呢。
请判断：在句子“他脸上带着微笑，显得非常友好。”中，是否包含语法点[持续态：动词+着：表示动作的持续?
如果包含，请仅回答T
如果不包含，请仅回答F"
6071,1,不知不觉中，他已经完成了任务。,F,紧缩复句：不……不………,"是复句“如果不……就不……”的紧缩形式，表示假设。  
","
1.你们两个人可真是不打不成交。
2.市中心的房价不问不知道，一问吓一跳。
3.她今天一直在练习，不达标准不休息。
","  
不 + VP1/Adj1 + 不 + VP2/Adj2  
公司坚持要做这个项目，不完成任务不放假。  
机器出问题要马上维修，不修不安全。  
您尝尝这个苹果，不甜不要钱。

","请判断：在句子“不知不觉中，他已经完成了任务。”中，是否包含语法点[紧缩复句：不……不………?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[紧缩复句：不……不………]表示是复句“如果不……就不……”的紧缩形式，表示假设。  
例句如下
1.你们两个人可真是不打不成交。
2.市中心的房价不问不知道，一问吓一跳。
3.她今天一直在练习，不达标准不休息。
请判断：在句子“不知不觉中，他已经完成了任务。”中，是否包含语法点[紧缩复句：不……不………?
如果包含，请仅回答T
如果不包含，请仅回答F"
2097,2,她不仅会唱歌，而且会跳舞。,F,递进复句：用关联词语：不但……，而且……,"递进复句中，前后两个分句可以用“不但……，而且……”表达进一层的意义。
","
1.她不但会说中文，而且说得很好。
2.不但他不喜欢这个电影，而且我也不喜欢。
3.最近不但天气凉快了，而且空气也好了。
","
两个分句可以是同一个主语，也可以是两个不同的主语。

|句型一|句型二|
|---|---|
|S+不但+P1,而且+P2|不但+S1+P1,而且+S2+P2|
|她不但会说中文，而且说得很好。|不但他不喜欢这个电影，而且我也不喜欢。|

","请判断：在句子“她不仅会唱歌，而且会跳舞。”中，是否包含语法点[递进复句：用关联词语：不但……，而且……?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[递进复句：用关联词语：不但……，而且……]表示递进复句中，前后两个分句可以用“不但……，而且……”表达进一层的意义。
例句如下
1.她不但会说中文，而且说得很好。
2.不但他不喜欢这个电影，而且我也不喜欢。
3.最近不但天气凉快了，而且空气也好了。
请判断：在句子“她不仅会唱歌，而且会跳舞。”中，是否包含语法点[递进复句：用关联词语：不但……，而且……?
如果包含，请仅回答T
如果不包含，请仅回答F"
7085,9,他个子不高，但力气大得要命。,T,程度补语3：形容词/动词+得+要命/要死,"  
“要命、要死”可以作形容词或动词的程度补语，表示某种程度达到极点。一般用于口语。  

","
1.他人不大，但是脾气大得要命。
2.我最近太忙了，每天累得要死。
3.白天你的电话怎么一直打不通？我着急得要命。
","  
S+Adj/V心理+得+要命/要死  
这个蛋糕 甜 得 要命。  
我家孩子 看见医生 就 怕 得 要命。  
我 最近太忙了，每天 累 得 要死。  
她 对这个房间的装饰 嫌弃 得 要死。  ","请判断：在句子“他个子不高，但力气大得要命。”中，是否包含语法点[程度补语3：形容词/动词+得+要命/要死?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[程度补语3：形容词/动词+得+要命/要死]表示  
“要命、要死”可以作形容词或动词的程度补语，表示某种程度达到极点。一般用于口语。  

例句如下
1.他人不大，但是脾气大得要命。
2.我最近太忙了，每天累得要死。
3.白天你的电话怎么一直打不通？我着急得要命。
请判断：在句子“他个子不高，但力气大得要命。”中，是否包含语法点[程度补语3：形容词/动词+得+要命/要死?
如果包含，请仅回答T
如果不包含，请仅回答F"
6082,9,茶几上放着水果，你不要等它们放坏了才想起来吃。,F,口语格式：放着X不Y,"这个格式表示某人放弃了 YX 这个一般人认为不错的选择，却挑选了另一个不如 YX 的选项。用于口语。  
","
1.你放着新买的皮鞋不穿，怎么穿这双旧鞋子呀？
2.他放着好好的学不上，非要跑去外面打工。
3.为了环保，我坚持每月有一天或两天放着汽车不开，乘坐公交或地铁上下班。
","  
X 是名词性成分，Y 一般是单音节动词。“放着 X 不 Y”后边常常是一般人认为不如 YX 的另一个选择。  
(S+) 放着 + NP + 不 + V，(S+) ......  
他 放着 好好的学 不 上，非要跑去外面打工。  
放着 大房子 不 住，我们 挤在这么小的房间里，就是为了方便孩子上学。  ","请判断：在句子“茶几上放着水果，你不要等它们放坏了才想起来吃。”中，是否包含语法点[口语格式：放着X不Y?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[口语格式：放着X不Y]表示这个格式表示某人放弃了 YX 这个一般人认为不错的选择，却挑选了另一个不如 YX 的选项。用于口语。  
例句如下
1.你放着新买的皮鞋不穿，怎么穿这双旧鞋子呀？
2.他放着好好的学不上，非要跑去外面打工。
3.为了环保，我坚持每月有一天或两天放着汽车不开，乘坐公交或地铁上下班。
请判断：在句子“茶几上放着水果，你不要等它们放坏了才想起来吃。”中，是否包含语法点[口语格式：放着X不Y?
如果包含，请仅回答T
如果不包含，请仅回答F"
5083,3,她再也不想听到那个名字了。,F,紧缩复句：再……也……,"是“即使再……也……”的紧缩形式，前一分句表示假设已实现的事实，后一分句表示转折。
","
1.这件事再难也要坚持下去。
2.雨下得再大我也得走了。
3.这篇课文再长也要读完。
","
1. S1 + 再 + Adj + S2 + 也 + VP
   例：困难再大我们也要面对它。

2. (S +) 再 + Adj + 也 + VP
   例：你的钱再多也不能这么浪费。
       他再忙也不忘学中文。

","请判断：在句子“她再也不想听到那个名字了。”中，是否包含语法点[紧缩复句：再……也……?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[紧缩复句：再……也……]表示是“即使再……也……”的紧缩形式，前一分句表示假设已实现的事实，后一分句表示转折。
例句如下
1.这件事再难也要坚持下去。
2.雨下得再大我也得走了。
3.这篇课文再长也要读完。
请判断：在句子“她再也不想听到那个名字了。”中，是否包含语法点[紧缩复句：再……也……?
如果包含，请仅回答T
如果不包含，请仅回答F"
2063,6,这个吧台的设计很有创意。,F,语气助词：吧,"用在疑问句句末，使原来的提问带有揣测、估计的意味。
","
1.您是老师吧？
2.这是你的手机吧？
3.这次考试不难吧？
","
“吧”位于句末，后用问号。
S+P+吧？
例：这道题不难吧？

","请判断：在句子“这个吧台的设计很有创意。”中，是否包含语法点[语气助词：吧?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[语气助词：吧]表示用在疑问句句末，使原来的提问带有揣测、估计的意味。
例句如下
1.您是老师吧？
2.这是你的手机吧？
3.这次考试不难吧？
请判断：在句子“这个吧台的设计很有创意。”中，是否包含语法点[语气助词：吧?
如果包含，请仅回答T
如果不包含，请仅回答F"
5052,9,她的厨艺够精湛，做的菜非常美味。,F,固定格式：够……的,"强调某种性质或状态的程度很高，多用于口语。
","
1.眼前这几件事就够他忙的了。
2.他可真够聪明的，竟然抓住了这个机会。
3.这本书够难的，他肯定看不懂。
","
1. S + 够 + Adj + 的
   例：这本书 够 难 的。
2. S + 够 + VP + 的
   例：校长的发言 够 有水平 的。","请判断：在句子“她的厨艺够精湛，做的菜非常美味。”中，是否包含语法点[固定格式：够……的?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[固定格式：够……的]表示强调某种性质或状态的程度很高，多用于口语。
例句如下
1.眼前这几件事就够他忙的了。
2.他可真够聪明的，竟然抓住了这个机会。
3.这本书够难的，他肯定看不懂。
请判断：在句子“她的厨艺够精湛，做的菜非常美味。”中，是否包含语法点[固定格式：够……的?
如果包含，请仅回答T
如果不包含，请仅回答F"
7003,5,该说的话一定要说，不要藏在心里。,F,指示代词：该,"
指上文说过的人或事物，相当于“这”。一般用于书面语。

","
1.该企业解决了当地很多人的就业问题。
2.该学生学习努力，成绩优秀，值得推荐。
3.该地风景优美，交通便利，适合发展旅游业。
","
“该”用于名词或名词性语素前边，整体主要作主语、宾语。
1. 该+N+VP
   该学生学习努力，成绩优秀，值得推荐。
   该校已有五百多年的历史。
2. ……Prep/V+该+N……
   请你将该文件交给有关人员保存。
   请贵部门协助该教师办理出国手续。","请判断：在句子“该说的话一定要说，不要藏在心里。”中，是否包含语法点[指示代词：该?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[指示代词：该]表示
指上文说过的人或事物，相当于“这”。一般用于书面语。

例句如下
1.该企业解决了当地很多人的就业问题。
2.该学生学习努力，成绩优秀，值得推荐。
3.该地风景优美，交通便利，适合发展旅游业。
请判断：在句子“该说的话一定要说，不要藏在心里。”中，是否包含语法点[指示代词：该?
如果包含，请仅回答T
如果不包含，请仅回答F"
5063,2,她把钥匙忘了，只好回去取。,F,“把”字句3：表处置：主语+把+宾语+状语+动词,"“把”字句是介词“把”及其宾语作状语的句子，表示对事物加以处置，使事物的位置、状态或者结果发生变化。
","
1.他总是把东西到处乱扔。
2.下雨了,你快把外面的衣服往回收。
3.他们把这个试验反复调整,终于成功了。
","
1. 肯定形式：
   S+把+O+状语+V
   例：下雨了,你快把外面的衣服往回收。

2. 否定形式：
   S+没/没有+把+O+状语+V
   例：他没/没有把外面的衣服往回收。

","请判断：在句子“她把钥匙忘了，只好回去取。”中，是否包含语法点[“把”字句3：表处置：主语+把+宾语+状语+动词?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[“把”字句3：表处置：主语+把+宾语+状语+动词]表示“把”字句是介词“把”及其宾语作状语的句子，表示对事物加以处置，使事物的位置、状态或者结果发生变化。
例句如下
1.他总是把东西到处乱扔。
2.下雨了,你快把外面的衣服往回收。
3.他们把这个试验反复调整,终于成功了。
请判断：在句子“她把钥匙忘了，只好回去取。”中，是否包含语法点[“把”字句3：表处置：主语+把+宾语+状语+动词?
如果包含，请仅回答T
如果不包含，请仅回答F"
2051,6,学校应当从优录取。,F,介词(引出方向、路径)：从,"引出动作经过的路线、场所。
","
1.你从这儿走，五分钟就到书店了。
2.这路公交车从我们校门口过。
3.我刚从那儿经过。
","
“从”跟表示处所的词语组合，用在动词性成分前，作状语。

S+从+L+VP
公交车从我们学校门口过。

","请判断：在句子“学校应当从优录取。”中，是否包含语法点[介词(引出方向、路径)：从?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[介词(引出方向、路径)：从]表示引出动作经过的路线、场所。
例句如下
1.你从这儿走，五分钟就到书店了。
2.这路公交车从我们校门口过。
3.我刚从那儿经过。
请判断：在句子“学校应当从优录取。”中，是否包含语法点[介词(引出方向、路径)：从?
如果包含，请仅回答T
如果不包含，请仅回答F"
1036,6,他还保留着那张老照片，作为珍贵的回忆。,F,关联副词：还,"表示追加，项目、数量增多，范围扩大。
","
1.我要去上海，还要去北京。
2.书包里有书，还有笔。
3.我想吃米饭，还想吃面条儿。
","
(1) “还”用在主语后、动词性成分前。
   例：我还想吃面条儿。

(2) 复句中，“还”连接的动词一般与前一分句相同。
   例：我去了北京，还去了上海。

","请判断：在句子“他还保留着那张老照片，作为珍贵的回忆。”中，是否包含语法点[关联副词：还?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[关联副词：还]表示表示追加，项目、数量增多，范围扩大。
例句如下
1.我要去上海，还要去北京。
2.书包里有书，还有笔。
3.我想吃米饭，还想吃面条儿。
请判断：在句子“他还保留着那张老照片，作为珍贵的回忆。”中，是否包含语法点[关联副词：还?
如果包含，请仅回答T
如果不包含，请仅回答F"
2060,1,他学过一些法语。,T,动态助词：过,"用在动词后,表示动作行为在过去曾经发生。
","
1.我去过中国。
2.他学过一点儿中文。
3.我喜欢过一个女孩儿。
","
“过”用在动词后。
S+V+过(+O)
我去过中国。

","请判断：在句子“他学过一些法语。”中，是否包含语法点[动态助词：过?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[动态助词：过]表示用在动词后,表示动作行为在过去曾经发生。
例句如下
1.我去过中国。
2.他学过一点儿中文。
3.我喜欢过一个女孩儿。
请判断：在句子“他学过一些法语。”中，是否包含语法点[动态助词：过?
如果包含，请仅回答T
如果不包含，请仅回答F"
4056,2,这本书被大家传阅，已经破旧不堪。,F,被动句2：主语+被+动词+其他成分,"表示主语承受某种结果，这种结果既可以是不如意的结果，也可以是一般的结果。
","
1.王老师被请去开会了。
2.教室的灯早就被关上了。
3.那张画儿被买走了。
","
在“主语+被+动词+其他成分”中，“其他成分”为动作的结果，通常是各类补语，例如结果补语、状态补语、趋向补语等。

1. 肯定形式：
   S+被+V+其他成分
   那张画儿 被 买 走了。

2. 否定形式：
   S+没/没有+被+V+其他成分
   那张画儿 没/没有 被 买 走。

3. 疑问形式：
   S+被+V+其他成分+吗/没有？
   那张画儿 被 买 走了 吗/没有？

","请判断：在句子“这本书被大家传阅，已经破旧不堪。”中，是否包含语法点[被动句2：主语+被+动词+其他成分?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[被动句2：主语+被+动词+其他成分]表示表示主语承受某种结果，这种结果既可以是不如意的结果，也可以是一般的结果。
例句如下
1.王老师被请去开会了。
2.教室的灯早就被关上了。
3.那张画儿被买走了。
请判断：在句子“这本书被大家传阅，已经破旧不堪。”中，是否包含语法点[被动句2：主语+被+动词+其他成分?
如果包含，请仅回答T
如果不包含，请仅回答F"
3091,1,他比其他人更早到达了会议现场。,F,比较句4：A比B+多/少/早/晚+动词+数量短语,"表示A在进行某个动作时，在性状、程度、时间等方面与B相差的具体数量。
","
1.我比他多吃了五个饺子。
2.哥哥昨天比前天晚睡半个小时。
3.我比姐姐早回来十分钟。
","
A+比+B+多/少/早/晚+V+NumP(+N)
我比他多吃了五个饺子。
他比我少买一个苹果。

","请判断：在句子“他比其他人更早到达了会议现场。”中，是否包含语法点[比较句4：A比B+多/少/早/晚+动词+数量短语?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[比较句4：A比B+多/少/早/晚+动词+数量短语]表示表示A在进行某个动作时，在性状、程度、时间等方面与B相差的具体数量。
例句如下
1.我比他多吃了五个饺子。
2.哥哥昨天比前天晚睡半个小时。
3.我比姐姐早回来十分钟。
请判断：在句子“他比其他人更早到达了会议现场。”中，是否包含语法点[比较句4：A比B+多/少/早/晚+动词+数量短语?
如果包含，请仅回答T
如果不包含，请仅回答F"
3098,9,这里的风景非常美丽，并且气候也很宜人。,T,"递进复句：………,并且………","“并且”用在后一分句里,表示更进一层的意思。
","
1.专家们对这个问题进行了讨论，并且提出了解决办法。
2.这种办法可以保存食物，并且能保存很久。
3.为你自己找一个对手，观察他，并且超过他。
","
S+P1，并且+P2
专家们对这个问题进行了讨论，并且提出了解决办法。

","请判断：在句子“这里的风景非常美丽，并且气候也很宜人。”中，是否包含语法点[递进复句：………,并且………?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[递进复句：………,并且………]表示“并且”用在后一分句里,表示更进一层的意思。
例句如下
1.专家们对这个问题进行了讨论，并且提出了解决办法。
2.这种办法可以保存食物，并且能保存很久。
3.为你自己找一个对手，观察他，并且超过他。
请判断：在句子“这里的风景非常美丽，并且气候也很宜人。”中，是否包含语法点[递进复句：………,并且………?
如果包含，请仅回答T
如果不包含，请仅回答F"
7007,6,他的蛮横态度让所有人都感到不满。,F,程度副词：蛮,"  
相当于“很、挺”，表示某种性状的程度高。一般用于口语，带有方言色彩。

","
1.她的分数蛮高的，大学肯定能考上。
2.昨天刚下完雪，今天外边蛮冷的。
3.他们四川人都蛮能吃辣的。
","  
“蛮”主要修饰形容词或动词性成分，后边经常出现结构助词“的”。  
1. S + 蛮 + Adj + 的  
   她的分数蛮高的。  
   这个牌子的饼干蛮好吃的。  
2. S + 蛮 + VP + 的  
   我们家人都蛮喜欢他的。  
   这部电影蛮有意思的。","请判断：在句子“他的蛮横态度让所有人都感到不满。”中，是否包含语法点[程度副词：蛮?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[程度副词：蛮]表示  
相当于“很、挺”，表示某种性状的程度高。一般用于口语，带有方言色彩。

例句如下
1.她的分数蛮高的，大学肯定能考上。
2.昨天刚下完雪，今天外边蛮冷的。
3.他们四川人都蛮能吃辣的。
请判断：在句子“他的蛮横态度让所有人都感到不满。”中，是否包含语法点[程度副词：蛮?
如果包含，请仅回答T
如果不包含，请仅回答F"
7065,5,信号时强时弱，通话总是中断。,T,固定短语：时A时B,"
四字格，表示A情况和B情况交替出现，不稳定。

","
1.小鸟发出的声音时长时短。
2.他的成绩时好时坏，老师也拿他没办法。
3.你的声音时断时续，听不清楚。
","
“时 A 时 B” 一般作谓语，A、B 是意义相反或相对的形容词或动词。
S + 时 A 时 B
小鸟发出的声音时长时短。
你的声音时断时续，听不清楚。","请判断：在句子“信号时强时弱，通话总是中断。”中，是否包含语法点[固定短语：时A时B?
如果包含，请仅回答T
如果不包含，请仅回答F","语法点[固定短语：时A时B]表示
四字格，表示A情况和B情况交替出现，不稳定。

例句如下
1.小鸟发出的声音时长时短。
2.他的成绩时好时坏，老师也拿他没办法。
3.你的声音时断时续，听不清楚。
请判断：在句子“信号时强时弱，通话总是中断。”中，是否包含语法点[固定短语：时A时B?
如果包含，请仅回答T
如果不包含，请仅回答F"
